site	year	month	day	hour	minute	second	clockm	clocks	files	MB	s	Mb/s
ada	2019	10	03	06	30	09		 8.2	51	1.8	1.4	10.9
iar	2019	10	03	06	30	12		 2.9	75	6.4	0.5	114
ada	2019	10	03	07	30	10		 8.6	52	2.4	1.9	10.8
iar	2019	10	03	07	30	14		 3.7	75	6.4	0.2	249
ada	2019	10	03	08	30	09		 8.6	51	2.4	1.8	11.2
iar	2019	10	03	08	30	12		 2.7	75	6.4	0.2	294
ada	2019	10	03	09	30	09		 8.2	51	2.4	1.7	12.1
iar	2019	10	03	09	30	12		 3.3	75	6.4	0.4	137
ada	2019	10	03	10	30	10		 8.3	51	2.4	1.6	12.5
iar	2019	10	03	10	30	13		 3.0	75	6.4	0.4	123
ada	2019	10	03	11	30	10		 8.9	51	2.4	1.7	11.7
iar	2019	10	03	11	30	13		 3.3	75	6.4	0.2	298
ada	2019	10	03	12	30	09		 7.9	51	2.4	1.5	13.4
iar	2019	10	03	12	30	12		 3.0	75	6.4	0.3	184
ada	2019	10	03	13	30	09		 8.0	51	2.4	1.6	12.4
iar	2019	10	03	13	30	12		 3.7	75	6.4	0.6	83.2
ada	2019	10	03	14	30	09		 8.7	51	2.4	2.2	9.17
iar	2019	10	03	14	30	14		 4.5	75	6.4	0.5	104
ada	2019	10	03	15	30	10		 8.6	51	2.4	1.8	11.3
iar	2019	10	03	15	30	16		 5.9	75	6.4	0.4	140
ada	2019	10	03	16	30	09		 7.5	49	1.5	1.1	11.4
iar	2019	10	03	16	30	13		 4.2	75	6.4	0.4	140
ada	2019	10	03	17	30	08		 7.4	49	1.5	1.1	11.8
iar	2019	10	03	17	30	11		 3.4	75	6.4	0.2	295
ada	2019	10	03	18	30	09		 8.7	49	1.5	1.0	13.0
iar	2019	10	03	18	30	21		 12	75	6.4	0.4	126
ada	2019	10	03	19	30	09		 7.6	49	1.5	1.1	11.3
iar	2019	10	03	19	30	18		 8.7	75	6.4	0.5	114
ada	2019	10	03	20	30	11		 10	49	1.5	3.8	3.35
iar	2019	10	03	20	30	18		 6.5	75	6.4	0.4	139
ada	2019	10	03	21	30	16		 15	49	1.5	8.7	1.45
iar	2019	10	03	21	30	23		 7.0	75	6.4	0.3	186
ada	2019	10	03	22	30	10		 9.6	49	1.5	3.3	3.80
iar	2019	10	03	22	30	14		 4.0	75	6.4	0.2	278
ada	2019	10	03	23	30	10		 9.0	49	1.5	1.5	8.25
iar	2019	10	03	23	30	14		 3.8	75	6.4	0.4	126
ada	2019	10	04	00	30	10		 9.2	49	1.5	1.6	7.74
iar	2019	10	04	00	30	15		 4.6	75	6.4	0.4	134
ada	2019	10	04	01	30	10		 8.6	49	1.5	1.5	8.24
iar	2019	10	04	01	30	12		 2.5	75	6.4	0.2	309
ada	2019	10	04	02	30	09		 7.8	49	1.5	1.2	10.9
iar	2019	10	04	02	30	12		 3.3	75	6.4	0.4	122
ada	2019	10	04	03	30	10		 8.3	49	1.5	1.2	10.8
iar	2019	10	04	03	30	13		 3.4	75	6.4	0.6	84.2
ada	2019	10	04	04	30	09		 7.9	49	1.5	1.2	10.7
iar	2019	10	04	04	30	12		 2.6	75	6.4	0.2	249
ada	2019	10	04	05	30	08		 7.7	49	1.5	1.3	9.96
iar	2019	10	04	05	30	11		 2.9	75	6.4	0.2	254
ada	2019	10	04	06	30	11		 9.6	49	1.5	1.4	8.83
iar	2019	10	04	06	30	14		 3.3	75	6.4	0.2	253
ada	2019	10	04	07	30	09		 8.5	49	1.5	1.2	10.4
iar	2019	10	04	07	30	12		 3.0	75	6.4	0.4	124
ada	2019	10	04	08	30	10		 9.0	49	1.5	1.4	8.89
iar	2019	10	04	08	30	13		 3.6	75	6.4	0.2	225
ada	2019	10	04	09	30	09		 8.5	49	1.5	1.3	9.93
iar	2019	10	04	09	30	13		 3.1	75	6.4	0.5	102
ada	2019	10	04	10	30	09		 8.4	49	1.5	1.2	10.8
iar	2019	10	04	10	30	13		 3.7	75	6.4	0.4	127
ada	2019	10	04	11	30	11		 9.6	49	1.5	1.4	9.16
iar	2019	10	04	11	30	15		 3.6	75	6.4	0.4	137
ada	2019	10	04	12	30	09		 8.3	49	1.5	1.2	10.5
iar	2019	10	04	12	30	12		 3.3	75	6.4	0.2	269
ada	2019	10	04	13	30	10		 9.5	49	1.5	1.4	8.80
iar	2019	10	04	13	30	13		 3.1	75	6.4	0.2	289
ada	2019	10	04	14	30	13		 12	49	1.5	1.4	9.09
iar	2019	10	04	14	30	19		 5.8	75	6.4	0.4	124
ada	2019	10	04	15	30	09		 8.1	49	1.5	1.2	11.0
iar	2019	10	04	15	30	13		 3.8	75	6.4	0.2	306
ada	2019	10	04	16	30	10		 8.6	49	1.5	1.2	10.9
iar	2019	10	04	16	30	14		 4.0	75	6.4	0.5	117
ada	2019	10	04	17	30	12		 10	49	1.5	3.5	3.67
iar	2019	10	04	17	30	15		 2.8	75	6.4	0.2	240
ada	2019	10	04	18	30	10		 9.0	49	1.5	1.8	7.03
iar	2019	10	04	18	30	14		 3.6	75	6.4	0.2	261
ada	2019	10	04	19	30	10		 9.0	49	1.5	1.8	7.05
iar	2019	10	04	19	30	15		 5.3	75	6.4	0.2	221
ada	2019	10	04	20	30	09		 8.4	49	1.5	1.4	8.95
iar	2019	10	04	20	30	13		 3.6	75	6.4	0.4	125
ada	2019	10	04	21	30	24		 23	Downloaded: 49 file, 1.5 in 14 (896 Kb/)
iar	2019	10	04	21	30	28		 4.8	75	6.4	0.6	88.9
ada	2019	10	04	22	30	15		 14	48	1.5	7.5	1.70
iar	2019	10	04	22	30	19		 4.3	75	6.4	0.2	238
ada	2019	10	04	23	30	11		 10	48	1.5	3.5	3.60
iar	2019	10	04	23	30	15		 3.8	75	6.4	0.2	257
ada	2019	10	05	00	30	10		 9.4	48	1.5	1.9	6.72
iar	2019	10	05	00	30	13		 3.3	75	6.4	0.3	170
ada	2019	10	05	01	30	09		 8.5	48	1.5	1.6	8.12
iar	2019	10	05	01	30	15		 5.5	75	6.4	0.4	123
ada	2019	10	05	02	30	11		 10	48	1.5	1.9	6.69
iar	2019	10	05	02	30	16		 4.2	75	6.4	0.7	78.3
ada	2019	10	05	03	30	10		 8.7	48	1.5	1.5	8.19
iar	2019	10	05	03	30	12		 2.6	75	6.4	0.2	253
ada	2019	10	05	04	30	09		 8.0	48	1.5	1.3	9.39
iar	2019	10	05	04	30	12		 3.8	75	6.4	0.4	134
ada	2019	10	05	05	30	09		 7.8	48	1.5	1.4	9.29
iar	2019	10	05	05	30	12		 3.4	75	6.4	0.5	119
ada	2019	10	05	06	30	10		 8.9	48	1.5	1.6	7.77
iar	2019	10	05	06	30	14		 4.1	75	6.4	0.5	119
ada	2019	10	05	07	30	10		 8.6	48	1.5	1.4	8.73
iar	2019	10	05	07	30	14		 3.9	75	6.4	0.4	129
ada	2019	10	05	08	30	09		 8.1	48	1.5	1.3	9.65
iar	2019	10	05	08	30	13		 3.3	75	6.4	0.5	105
ada	2019	10	05	09	30	09		 8.0	48	1.5	1.3	9.71
iar	2019	10	05	09	30	15		 5.4	75	6.4	0.4	125
ada	2019	10	05	10	30	10		 8.6	48	1.5	1.6	8.02
iar	2019	10	05	10	30	15		 4.8	75	6.4	0.7	76.3
ada	2019	10	05	11	30	09		 8.1	48	1.5	1.4	9.07
iar	2019	10	05	11	30	13		 3.9	75	6.4	0.4	127
ada	2019	10	05	12	30	09		 7.9	48	1.5	1.3	10.0
iar	2019	10	05	12	30	13		 4.1	75	6.4	0.5	112
ada	2019	10	05	13	30	09		 8.1	48	1.5	1.3	9.57
iar	2019	10	05	13	30	12		 3.2	75	6.4	0.3	193
ada	2019	10	05	14	30	10		 8.6	48	1.5	1.4	8.91
iar	2019	10	05	14	30	15		 5.1	75	6.4	0.4	126
ada	2019	10	05	15	30	10		 8.4	48	1.5	1.6	8.11
iar	2019	10	05	15	30	15		 4.9	75	6.4	0.2	237
ada	2019	10	05	16	30	10		 8.8	48	1.5	1.4	9.35
iar	2019	10	05	16	30	14		 3.7	75	6.4	0.2	288
ada	2019	10	05	17	30	10		 8.6	48	1.5	1.4	9.19
iar	2019	10	05	17	30	14		 4.0	75	6.4	0.4	134
ada	2019	10	05	18	30	10		 8.8	48	1.5	1.5	8.25
iar	2019	10	05	18	30	14		 4.3	75	6.4	0.5	111
ada	2019	10	05	19	30	09		 8.3	48	1.5	1.2	10.6
iar	2019	10	05	19	30	13		 3.6	75	6.4	0.5	116
ada	2019	10	05	20	30	12		 11	48	1.5	2.9	4.43
iar	2019	10	05	20	30	16		 3.4	75	6.4	0.3	195
ada	2019	10	05	21	30	12		 11	48	1.5	3.6	3.53
iar	2019	10	05	21	30	16		 4.5	75	6.4	0.3	210
ada	2019	10	05	22	30	11		 9.1	48	1.5	2.7	4.62
iar	2019	10	05	22	30	15		 4.3	75	6.4	0.4	130
ada	2019	10	05	23	30	10		 8.8	49	1.5	2.1	6.00
iar	2019	10	05	23	30	16		 5.5	75	6.4	0.2	226
ada	2019	10	06	00	30	10		 8.4	49	1.5	1.6	7.79
iar	2019	10	06	00	30	14		 4.4	75	6.4	1.4	39.6
ada	2019	10	06	01	30	08		 7.9	49	1.5	1.5	8.34
iar	2019	10	06	01	30	12		 3.3	75	6.4	0.4	123
ada	2019	10	06	02	30	09		 8.1	49	1.5	1.5	8.27
iar	2019	10	06	02	30	13		 4.0	75	6.4	0.2	286
ada	2019	10	06	03	30	09		 8.2	49	1.5	1.6	8.13
iar	2019	10	06	03	30	13		 4.2	75	6.4	0.4	126
ada	2019	10	06	04	30	10		 8.3	49	1.5	1.5	8.45
iar	2019	10	06	04	30	13		 3.1	75	6.4	0.7	81.5
ada	2019	10	06	05	30	09		 8.3	51	1.8	1.7	8.76
iar	2019	10	06	05	30	12		 2.7	75	6.4	0.2	256
ada	2019	10	06	06	30	10		 8.6	51	1.8	1.6	9.61
iar	2019	10	06	06	30	15		 4.6	75	6.4	0.4	123
ada	2019	10	06	07	30	09		 8.3	51	1.8	1.4	11.1
iar	2019	10	06	07	30	12		 2.8	75	6.4	0.2	260
ada	2019	10	06	08	30	10		 9.0	51	1.8	1.7	9.00
iar	2019	10	06	08	30	13		 3.5	75	6.4	0.4	141
ada	2019	10	06	09	30	09		 8.4	51	1.8	1.4	11.0
iar	2019	10	06	09	30	12		 3.2	75	6.4	0.5	119
ada	2019	10	06	10	30	10		 8.4	50	1.8	1.5	10.1
iar	2019	10	06	10	30	14		 3.8	75	6.4	0.2	224
ada	2019	10	06	11	30	09		 7.8	50	1.8	1.4	10.8
iar	2019	10	06	11	30	12		 3.6	75	6.4	0.4	124
ada	2019	10	06	12	30	09		 8.1	50	1.8	1.5	10.2
iar	2019	10	06	12	30	13		 4.1	75	6.4	0.5	120
ada	2019	10	06	13	30	10		 8.3	50	1.8	1.4	10.6
iar	2019	10	06	13	30	13		 3.4	75	6.4	0.2	218
ada	2019	10	06	14	30	10		 9.0	50	1.8	2.0	7.48
iar	2019	10	06	14	30	14		 3.8	75	6.4	0.9	60.9
ada	2019	10	06	15	30	09		 8.9	50	1.8	1.8	8.46
iar	2019	10	06	15	30	13		 3.5	75	6.4	0.2	298
ada	2019	10	06	16	30	10		 8.5	50	1.8	1.5	9.81
iar	2019	10	06	16	30	15		 4.7	75	6.4	0.5	116
ada	2019	10	06	17	30	10		 8.2	50	1.8	1.4	10.6
iar	2019	10	06	17	30	14		 4.8	75	6.4	0.2	286
ada	2019	10	06	18	30	11		 10	50	1.8	1.8	8.35
iar	2019	10	06	18	30	14		 3.6	75	6.4	0.3	184
ada	2019	10	06	19	30	11		 10	50	1.8	2.9	5.17
iar	2019	10	06	19	30	17		 6.0	75	6.4	0.7	80.5
ada	2019	10	06	20	30	18		 16	50	1.8	8.9	1.68
iar	2019	10	06	20	30	21		 3.8	75	6.4	0.4	128
ada	2019	10	06	21	30	21		 20	50	1.8	12	1.21
iar	2019	10	06	21	30	25		 4.3	75	6.4	0.9	60.2
ada	2019	10	06	22	30	15		 14	50	1.8	7.0	2.12
iar	2019	10	06	22	30	19		 3.8	75	6.4	0.2	220
ada	2019	10	06	23	30	11		 9.8	50	1.8	3.0	4.96
iar	2019	10	06	23	30	15		 4.6	75	6.4	0.2	241
ada	2019	10	07	00	30	10		 8.9	50	1.8	1.9	8.06
iar	2019	10	07	00	30	15		 4.3	75	6.4	0.2	252
ada	2019	10	07	01	30	10		 8.6	50	1.8	1.7	8.74
iar	2019	10	07	01	30	14		 4.0	75	6.4	0.3	176
ada	2019	10	07	02	30	10		 8.7	50	1.8	1.5	9.79
iar	2019	10	07	02	30	12		 2.4	75	6.4	0.2	247
ada	2019	10	07	03	30	10		 8.4	50	1.8	1.4	10.7
iar	2019	10	07	03	30	14		 4.0	75	6.4	0.4	141
ada	2019	10	07	04	30	09		 8.2	50	1.8	1.3	11.5
iar	2019	10	07	04	30	12		 2.5	75	6.4	0.2	312
ada	2019	10	07	05	30	10		 8.4	50	1.8	1.4	10.5
iar	2019	10	07	05	30	13		 3.2	75	6.4	0.4	137
ada	2019	10	07	06	30	10		 9.4	52	3.1	2.2	11.5
iar	2019	10	07	06	30	13		 2.7	75	6.4	0.2	243
ada	2019	10	07	07	30	10		 9.0	52	3.1	1.8	14.4
iar	2019	10	07	07	30	14		 3.5	75	6.4	0.7	81.1
ada	2019	10	07	08	30	10		 8.8	52	3.1	1.7	14.7
iar	2019	10	07	08	30	13		 3.4	75	6.4	0.4	130
ada	2019	10	07	09	30	09		 8.6	52	3.1	1.7	15.3
iar	2019	10	07	09	30	13		 3.3	75	6.4	0.3	203
ada	2019	10	07	10	30	10		 9.0	52	3.1	1.7	15.2
iar	2019	10	07	10	30	13		 2.9	75	6.4	0.4	126
ada	2019	10	07	11	30	10		 9.1	52	3.1	1.7	15.3
iar	2019	10	07	11	30	14		 3.7	75	6.4	0.2	238
ada	2019	10	07	12	30	10		 8.8	52	3.1	1.7	15.5
iar	2019	10	07	12	30	14		 3.6	75	6.4	0.7	79.4
ada	2019	10	07	13	30	10		 8.6	52	3.1	1.6	16.5
iar	2019	10	07	13	30	18		 7.9	75	6.4	0.2	216
ada	2019	10	07	14	30	10		 8.6	52	3.1	1.7	15.2
iar	HTTP requet ent, awaiting repone... 503 ervice Unavailable	2019-10-07 14:30:10 ERROR 503: ervice Unavailable.	
ada	2019	10	07	15	30	10		 8.9	52	3.1	1.6	16.1
iar	2019	10	07	15	30	14		 4.1	75	6.4	0.4	130
ada	2019	10	07	16	30	10		 9.1	52	3.1	1.7	15.4
iar	2019	10	07	16	30	14		 4.6	75	6.4	0.2	228
ada	2019	10	07	17	30	10		 8.8	51	2.8	1.5	15.7
iar	2019	10	07	17	30	13		 3.2	75	6.4	0.2	295
ada	2019	10	07	18	30	11		 9.0	53	3.1	1.6	15.9
iar	2019	10	07	18	30	14		 3.8	75	6.4	0.2	238
ada	2019	10	07	19	30	13		 13	53	3.1	5.8	4.48
iar	2019	10	07	19	30	17		 3.5	75	6.4	0.5	111
ada	2019	10	07	20	30	13		 12	52	3.1	4.7	5.44
iar	2019	10	07	20	30	17		 3.5	75	6.4	0.4	128
ada	2019	10	07	21	30	16		 15	52	3.1	7.6	3.39
iar	2019	10	07	21	30	21		 4.7	75	6.4	0.4	144
ada	2019	10	07	22	30	16		 15	52	3.1	8.1	3.18
iar	2019	10	07	22	30	21		 4.9	75	6.4	0.4	127
ada	2019	10	07	23	30	11		 10	52	3.1	3.1	8.39
iar	2019	10	07	23	30	14		 3.2	75	6.4	0.2	295
ada	2019	10	08	00	30	10		 8.9	52	3.1	2.1	12.2
iar	2019	10	08	00	30	13		 2.9	75	6.4	0.2	233
ada	2019	10	08	01	30	10		 9.1	52	3.1	1.6	16.2
iar	2019	10	08	01	30	14		 4.5	75	6.4	0.2	288
ada	2019	10	08	02	30	09		 8.9	52	3.1	1.5	17.0
iar	2019	10	08	02	30	13		 3.7	75	6.4	0.2	230
ada	2019	10	08	03	30	10		 8.5	52	3.1	1.5	16.9
iar	2019	10	08	03	30	16		 5.6	75	6.4	0.8	67.6
ada	2019	10	08	04	30	09		 8.2	52	3.1	1.5	17.4
iar	2019	10	08	04	30	12		 2.9	75	6.4	0.4	120
ada	2019	10	08	05	30	10		 9.1	52	3.1	1.7	15.4
iar	2019	10	08	05	30	12		 2.5	75	6.4	0.2	262
ada	2019	10	08	06	30	10		 8.9	52	3.1	1.5	17.0
iar	2019	10	08	06	30	14		 3.9	75	6.4	0.3	203
ada	2019	10	08	07	30	10		 8.8	51	2.8	1.4	16.5
iar	2019	10	08	07	30	14		 3.4	75	6.4	0.2	269
ada	2019	10	08	08	30	10		 9.2	51	2.8	2.0	12.0
iar	2019	10	08	08	30	13		 2.8	75	6.4	0.2	255
ada	2019	10	08	09	30	10		 9.0	51	2.8	1.8	12.9
iar	2019	10	08	09	30	13		 3.4	75	6.4	0.2	311
ada	2019	10	08	10	30	10		 8.4	51	2.8	1.6	14.8
iar	2019	10	08	10	30	13		 3.5	75	6.4	0.7	80.5
ada	2019	10	08	11	30	10		 8.8	51	2.8	1.8	13.1
iar	2019	10	08	11	30	12		 3.0	75	6.4	0.2	266
ada	2019	10	08	12	30	10		 9.1	51	2.8	2.2	10.5
iar	2019	10	08	12	30	13		 3.5	75	6.4	0.3	169
ada	2019	10	08	13	30	10		 9.5	51	2.8	1.6	14.3
iar	2019	10	08	13	30	15		 4.3	75	6.5	0.4	155
ada	2019	10	08	14	30	10		 8.9	51	2.8	1.6	14.4
iar	2019	10	08	14	30	14		 3.7	74	8.0	0.4	153
ada	2019	10	08	15	30	09		 8.6	51	2.8	1.6	14.8
iar	2019	10	08	15	30	13		 3.5	74	8.0	0.4	151
ada	2019	10	08	16	30	10		 8.6	51	2.8	1.6	14.6
iar	2019	10	08	16	30	13		 3.3	74	8.0	0.4	151
ada	2019	10	08	17	30	13		 12	51	2.8	4.8	4.94
iar	2019	10	08	17	30	17		 3.7	74	8.0	0.4	150
ada	2019	10	08	18	30	11		 9.8	53	3.1	3.0	8.64
iar	2019	10	08	18	30	14		 3.3	74	8.0	0.5	147
ada	2019	10	08	19	30	10		 9.2	53	3.1	2.4	11.0
iar	2019	10	08	19	30	17		 7.6	74	8.0	0.5	135
ada	2019	10	08	20	30	17		 16	52	3.1	9.1	2.82
iar	2019	10	08	20	30	23		 5.6	74	8.0	0.6	111
ada	2019	10	08	21	30	30		 29	52	3.1	22	1.20
iar	2019	10	08	21	30	35		 5.2	74	8.0	0.7	101
ada	2019	10	08	22	30	12		 11	52	3.1	3.7	6.88
iar	2019	10	08	22	30	15		 3.2	74	8.0	0.5	146
ada	2019	10	08	23	30	12		 11	52	3.1	2.3	11.0
iar	2019	10	08	23	30	17		 5.9	74	8.0	0.3	217
ada	2019	10	09	00	30	10		 8.7	52	3.1	1.7	15.3
iar	2019	10	09	00	30	12		 2.8	74	8.0	0.5	145
ada	2019	10	09	01	30	09		 8.1	52	3.1	1.3	19.6
iar	2019	10	09	01	30	12		 3.5	74	8.0	0.4	155
ada	2019	10	09	02	30	13		 12	52	3.1	1.6	15.9
iar	2019	10	09	02	30	17		 4.3	74	8.0	0.5	149
ada	2019	10	09	03	30	09		 8.2	52	3.1	1.3	19.5
iar	2019	10	09	03	30	11		 2.6	74	8.0	0.4	157
ada	2019	10	09	04	30	09		 8.4	52	3.1	1.2	21.0
iar	2019	10	09	04	30	13		 4.0	74	8.0	0.5	147
ada	2019	10	09	05	30	09		 8.5	52	3.1	1.3	19.7
iar	2019	10	09	05	30	12		 3.0	74	8.0	0.3	193
ada	2019	10	09	06	30	11		 10	51	2.8	1.3	17.5
iar	2019	10	09	06	30	15		 3.4	74	8.0	0.4	150
ada	2019	10	09	07	30	13		 12	51	2.8	1.4	17.2
iar	2019	10	09	07	30	16		 3.6	74	8.0	0.5	148
ada	2019	10	09	08	30	09		 8.1	51	2.8	1.3	18.3
iar	2019	10	09	08	30	14		 5.0	74	8.0	0.3	212
ada	2019	10	09	09	30	09		 8.3	51	2.8	1.2	19.6
iar	2019	10	09	09	30	12		 3.1	74	8.0	0.4	161
ada	2019	10	09	10	30	09		 8.3	51	2.8	1.2	19.1
iar	2019	10	09	10	30	12		 2.9	74	8.0	0.3	215
ada	2019	10	09	11	30	09		 8.1	51	2.8	1.2	20.2
iar	2019	10	09	11	30	12		 2.8	74	8.0	0.3	230
ada	2019	10	09	12	30	10		 8.6	51	2.8	1.1	21.3
iar	2019	10	09	12	30	13		 3.0	74	8.0	0.4	152
ada	2019	10	09	13	30	09		 7.6	51	2.8	1.1	21.4
iar	2019	10	09	13	30	13		 3.8	74	8.0	0.5	128
ada	2019	10	09	14	30	09		 8.2	51	2.8	1.2	19.5
iar	2019	10	09	14	30	12		 3.2	74	8.0	0.4	153
ada	2019	10	09	15	30	10		 8.3	51	2.8	1.2	19.5
iar	2019	10	09	15	30	14		 4.2	74	8.0	0.5	149
ada	2019	10	09	16	30	14		 13	52	2.8	1.4	16.6
iar	2019	10	09	16	30	17		 3.5	74	8.0	0.3	206
ada	2019	10	09	17	30	09		 8.0	52	2.8	1.2	19.1
iar	2019	10	09	17	30	13		 3.6	74	8.0	0.5	147
ada	2019	10	09	18	30	10		 8.7	52	2.8	1.2	19.1
iar	2019	10	09	18	30	13		 3.7	74	8.0	0.3	215
ada	2019	10	09	19	32	40	 2	 39	Downloaded: 52 file, 2.8 in 2 24 (163 Kb/)
iar	2019	10	09	19	33	07		 26	74	8.0	14	4.79
ada	2019	10	09	20	30	19		 19	52	2.8	11	2.19
iar	2019	10	09	20	30	23		 3.4	74	8.0	0.3	201
ada	2019	10	09	21	30	25		 24	52	2.8	17	1.42
iar	2019	10	09	21	30	29		 3.5	74	8.0	0.5	125
ada	2019	10	09	22	30	13		 12	52	2.8	4.9	4.78
iar	2019	10	09	22	30	17		 3.7	74	8.0	0.5	147
ada	2019	10	09	23	30	11		 10	52	2.8	2.7	8.65
iar	2019	10	09	23	30	15		 3.2	74	8.0	0.4	150
ada	2019	10	10	00	30	10		 9.6	52	2.8	2.1	11.3
iar	2019	10	10	00	30	14		 4.3	74	8.0	0.5	149
ada	2019	10	10	01	30	14		 14	52	2.8	4.5	5.17
iar	2019	10	10	01	30	17		 3.1	74	8.0	0.4	193
ada	2019	10	10	02	30	10		 9.1	52	2.8	1.7	13.9
iar	2019	10	10	02	30	13		 2.9	74	8.0	0.4	156
ada	2019	10	10	03	30	10		 9.0	52	2.8	1.7	14.1
iar	2019	10	10	03	30	15		 5.2	74	8.0	0.5	147
ada	2019	10	10	04	30	10		 9.2	52	2.8	1.7	13.9
iar	2019	10	10	04	30	14		 4.2	74	8.0	0.3	196
ada	2019	10	10	05	30	11		 9.8	52	2.8	1.8	12.9
iar	2019	10	10	05	30	14		 3.0	74	8.0	0.5	149
ada	2019	10	10	06	30	16		 15	52	2.8	7.0	3.35
iar	2019	10	10	06	30	19		 3.4	74	8.0	0.4	153
ada	2019	10	10	07	30	12		 10	54	3.4	2.5	11.5
iar	2019	10	10	07	30	14		 2.9	74	8.0	0.3	229
ada	2019	10	10	08	30	11		 10	53	3.4	2.0	14.2
iar	2019	10	10	08	30	14		 3.0	74	8.0	0.4	150
ada	2019	10	10	09	30	10		 9.5	53	3.4	1.8	16.1
iar	2019	10	10	09	30	14		 3.9	74	8.0	0.5	148
ada	2019	10	10	10	30	10		 9.4	53	3.4	1.8	16.2
iar	2019	10	10	10	30	14		 3.5	74	8.0	0.4	151
ada	2019	10	10	11	30	10		 9.3	53	3.4	2.0	14.4
iar	2019	10	10	11	30	14		 4.2	74	8.0	0.3	213
ada	2019	10	10	12	30	09		 8.5	53	3.4	1.6	17.7
iar	2019	10	10	12	30	12		 3.0	74	8.0	0.3	224
ada	2019	10	10	13	30	10		 9.5	53	3.4	1.7	17.1
iar	2019	10	10	13	30	14		 3.3	74	8.0	0.4	150
ada	2019	10	10	14	30	10		 9.1	53	3.4	1.7	17.3
iar	2019	10	10	14	30	14		 3.9	74	8.0	0.3	232
ada	2019	10	10	15	30	14		 12	53	3.4	1.8	15.7
iar	2019	10	10	15	30	17		 3.1	74	8.0	0.3	218
ada	2019	10	10	16	30	11		 9.7	52	2.8	1.5	15.6
iar	2019	10	10	16	30	14		 3.7	74	8.0	0.3	210
ada	2019	10	10	17	30	10		 8.8	52	2.8	1.4	16.2
iar	2019	10	10	17	30	14		 3.7	74	8.0	0.5	143
ada	2019	10	10	18	30	13		 12	52	2.8	1.4	16.4
iar	2019	10	10	18	30	16		 3.1	74	8.0	0.3	225
ada	2019	10	10	19	30	19		 18	52	2.8	10	2.25
iar	2019	10	10	19	30	30		 11	74	8.0	0.6	109
ada	2019	10	10	20	30	23		 21	52	2.8	14	1.70
iar	2019	10	10	20	30	26		 3.8	74	8.0	0.6	105
ada	2019	10	10	21	30	20		 19	52	2.8	12	1.94
iar	2019	10	10	21	30	28		 8.0	74	8.0	0.5	127
ada	2019	10	10	22	30	12		 11	52	2.8	4.0	5.86
iar	2019	10	10	22	30	16		 3.7	74	8.0	0.4	169
ada	2019	10	10	23	30	10		 9.1	52	2.8	2.1	11.2
iar	2019	10	10	23	30	14		 3.6	74	8.0	0.3	200
ada	2019	10	11	00	30	15		 14	52	2.8	1.9	12.7
iar	2019	10	11	00	30	19		 4.1	74	8.0	0.3	200
ada	2019	10	11	01	30	10		 9.2	52	2.8	1.6	14.3
iar	2019	10	11	01	30	13		 3.4	74	8.0	0.3	227
ada	2019	10	11	02	30	09		 8.4	52	2.8	1.7	14.0
iar	2019	10	11	02	30	12		 3.0	74	8.0	0.3	202
ada	2019	10	11	03	30	10		 9.8	52	2.8	1.9	12.5
iar	2019	10	11	03	30	13		 2.6	74	8.0	0.3	231
ada	2019	10	11	04	30	10		 8.5	52	2.8	1.7	14.0
iar	2019	10	11	04	30	14		 4.1	74	8.0	0.3	224
ada	2019	10	11	05	30	10		 8.8	52	2.8	1.7	14.2
iar	2019	10	11	05	30	14		 4.4	74	8.0	0.4	158
ada	2019	10	11	06	30	11		 9.5	52	2.8	1.6	14.3
iar	2019	10	11	06	30	13		 2.6	74	8.0	0.3	205
ada	2019	10	11	07	30	09		 8.7	52	2.8	1.5	15.8
iar	2019	10	11	07	30	12		 2.6	74	8.0	0.3	203
ada	2019	10	11	08	30	09		 8.4	52	2.8	1.2	19.5
iar	2019	10	11	08	30	12		 2.9	74	8.0	0.3	206
ada	2019	10	11	09	30	10		 8.5	52	2.8	1.2	19.8
iar	2019	10	11	09	30	13		 3.1	74	8.0	0.4	154
ada	2019	10	11	10	30	13		 12	52	2.8	4.5	5.19
iar	2019	10	11	10	30	16		 2.9	74	8.0	0.3	229
ada	2019	10	11	11	30	11		 9.8	52	2.8	2.1	11.4
iar	2019	10	11	11	30	14		 3.2	74	8.0	0.4	156
ada	2019	10	11	12	30	10		 9.1	52	2.8	1.9	12.3
iar	2019	10	11	12	30	13		 3.0	74	8.0	0.3	228
ada	2019	10	11	13	30	10		 8.9	52	2.8	1.7	14.0
iar	2019	10	11	13	30	14		 3.5	74	8.0	0.3	206
ada	2019	10	11	14	30	10		 8.8	52	2.8	1.6	14.4
iar	2019	10	11	14	30	13		 3.1	74	8.0	0.3	229
ada	2019	10	11	15	30	11		 10	52	2.8	1.8	12.7
iar	2019	10	11	15	30	15		 3.5	74	8.0	0.3	227
ada	2019	10	11	16	30	14		 13	52	2.8	1.8	13.0
iar	2019	10	11	16	30	19		 4.5	74	8.0	0.5	145
ada	2019	10	11	17	30	10		 8.9	52	2.8	1.7	13.9
iar	2019	10	11	17	30	14		 4.0	74	8.0	0.4	188
ada	2019	10	11	18	30	09		 8.6	52	2.8	1.7	14.2
iar	2019	10	11	18	30	13		 3.7	74	8.0	0.5	149
ada	2019	10	11	19	30	10		 9.0	52	2.8	1.6	14.9
