site	year	month	day	hour	minute	second	clockm	clocks	files	MB	s	Mb/s
iar	2018	04	22	22	30	12		 1.9	57	7.4	1.0	61.1
ada	2018	04	22	23	30	14		 13	52	1.4	0.1	109
iar	2018	04	22	23	30	16		 1.9	57	7.4	1.0	61.6
ada	2018	04	23	00	30	17		 16	52	1.4	0.9	13.5
iar	2018	04	23	00	30	19		 2.0	57	7.4	1.0	58.9
ada	2018	04	23	01	30	08		 7.1	52	1.4	0.1	115
iar	2018	04	23	01	30	10		 2.0	57	7.4	1.0	61.5
ada	2018	04	23	02	30	08		 7.4	52	1.4	0.2	60.1
iar	2018	04	23	02	30	10		 2.0	57	7.4	1.0	59.4
ada	2018	04	23	03	30	17		 15	52	1.4	0.9	13.0
iar	2018	04	23	03	30	19		 2.3	57	7.4	1.3	48.6
ada	2018	04	23	04	30	10		 8.9	52	1.4	0.1	117
iar	2018	04	23	04	30	12		 2.2	57	7.4	1.2	53.4
ada	2018	04	23	05	30	09		 7.5	52	1.4	0.1	113
iar	2018	04	23	05	30	11		 1.9	57	7.4	0.9	66.4
ada	2018	04	23	06	30	20		 20	52	1.4	0.9	13.3
iar	2018	04	23	06	30	22		 1.9	57	7.4	1.0	61.6
ada	2018	04	23	07	30	08		 7.2	52	1.4	0.1	114
iar	2018	04	23	07	30	10		 2.1	57	7.4	1.2	51.6
ada	2018	04	23	08	30	09		 8.1	52	1.4	0.1	113
iar	2018	04	23	08	30	11		 1.9	57	7.4	0.9	65.3
ada	2018	04	23	09	30	25		 24	52	1.4	0.7	16.2
iar	2018	04	23	09	30	28		 3.3	57	5.7	0.8	56.9
ada	2018	04	23	10	30	15		 14	51	1.4	0.1	105
iar	2018	04	23	10	30	17		 1.8	57	5.7	0.8	59.8
ada	2018	04	23	11	30	13		 12	51	1.4	0.2	55.1
iar	2018	04	23	11	30	15		 2.1	57	5.7	1.0	46.1
ada	2018	04	23	12	30	19		 18	51	1.4	0.7	16.9
iar	2018	04	23	12	30	21		 1.8	57	5.7	0.9	52.7
ada	2018	04	23	13	30	11		 10	51	1.4	0.1	106
iar	2018	04	23	13	30	14		 2.6	57	5.7	0.9	56.2
ada	2018	04	23	14	30	10		 8.8	51	1.4	0.3	37.7
iar	2018	04	23	14	30	12		 2.1	57	5.7	1.1	44.6
ada	2018	04	23	15	30	21		 20	51	1.4	0.7	16.4
iar	2018	04	23	15	30	23		 1.8	57	5.7	0.9	55.5
ada	2018	04	23	16	30	09		 8.3	51	1.4	0.1	113
iar	2018	04	23	16	30	11		 2.0	57	5.7	1.1	44.6
ada	2018	04	23	17	30	11		 10	51	1.4	0.4	27.7
iar	2018	04	23	17	30	13		 2.1	57	5.7	1.1	44.3
ada	2018	04	23	18	30	23		 22	51	1.4	0.7	16.0
iar	2018	04	23	18	30	25		 1.8	57	5.7	0.9	55.7
ada	2018	04	23	19	30	18		 17	51	1.5	0.5	25.9
iar	2018	04	23	19	30	19		 1.8	57	5.7	0.8	60.9
ada	2018	04	23	20	30	30		 29	51	1.4	0.6	20.3
iar	2018	04	23	20	30	32		 1.9	57	5.7	0.9	52.6
ada	2018	04	23	21	30	10		 8.2	51	1.4	0.1	109
iar	2018	04	23	21	30	12		 1.8	57	5.7	0.8	57.2
ada	2018	04	23	22	30	10		 8.9	51	1.4	0.2	62.7
iar	2018	04	23	22	30	12		 2.2	57	5.7	1.1	42.1
ada	2018	04	23	23	30	20		 18	51	1.4	0.8	14.7
iar	2018	04	23	23	30	22		 2.1	57	5.7	1.1	42.7
ada	2018	04	24	00	30	09		 7.5	51	1.4	0.1	113
iar	2018	04	24	00	30	10		 1.8	57	5.7	0.9	51.8
ada	2018	04	24	01	30	10		 8.2	51	1.4	0.2	57.6
iar	2018	04	24	01	30	12		 1.9	57	5.7	1.0	47.6
ada	2018	04	24	02	30	28		 27	51	1.4	0.8	15.2
iar	2018	04	24	02	30	30		 2.0	57	5.7	0.9	54.3
ada	2018	04	24	03	30	08		 7.1	51	1.4	0.1	113
iar	2018	04	24	03	30	10		 1.8	57	5.7	0.9	53.3
ada	2018	04	24	04	30	10		 8.6	51	1.4	0.2	57.0
iar	2018	04	24	04	30	11		 1.9	57	5.7	0.9	51.0
ada	2018	04	24	05	30	17		 16	51	1.4	0.7	16.6
iar	2018	04	24	05	30	19		 2.0	57	5.7	1.1	45.2
ada	2018	04	24	06	30	13		 11	51	1.4	0.2	54.2
iar	2018	04	24	06	30	14		 1.7	57	5.7	0.8	62.5
ada	2018	04	24	07	30	14		 13	51	1.4	0.5	24.0
iar	2018	04	24	07	30	15		 1.8	57	5.7	0.9	52.8
ada	2018	04	24	08	30	14		 13	51	1.4	0.3	38.0
iar	2018	04	24	08	30	16		 1.8	57	5.7	0.9	55.8
ada	2018	04	24	09	30	10		 9.4	51	1.4	0.3	39.0
iar	2018	04	24	09	30	15		 4.3	57	5.7	0.9	55.3
ada	2018	04	24	10	30	17		 16	51	1.4	0.7	16.7
iar	2018	04	24	10	30	21		 3.6	57	5.7	1.1	44.2
ada	2018	04	24	11	30	27		 25	51	1.4	0.4	27.4
iar	2018	04	24	11	30	28		 1.7	57	5.7	0.8	58.5
ada	2018	04	24	12	30	09		 8.6	51	1.4	0.1	106
iar	2018	04	24	12	30	11		 1.9	57	5.7	0.9	53.8
ada	2018	04	24	13	30	16		 15	51	1.4	0.7	17.1
iar	2018	04	24	13	30	18		 2.0	57	5.7	1.1	43.6
ada	2018	04	24	14	30	14		 13	51	1.4	0.3	37.7
iar	2018	04	24	14	30	16		 1.8	57	5.7	0.8	58.5
ada	2018	04	24	15	30	09		 8.5	51	1.4	0.1	113
iar	2018	04	24	15	30	11		 1.9	57	5.7	0.9	52.0
ada	2018	04	24	16	30	25		 25	51	1.4	1.1	10.8
iar	2018	04	24	16	30	27		 1.8	57	5.7	0.9	54.8
ada	2018	04	24	17	30	11		 10	51	1.4	0.1	112
iar	2018	04	24	17	30	13		 2.0	57	5.7	1.1	43.8
ada	2018	04	24	18	30	37		 36	51	1.4	0.8	14.6
iar	2018	04	24	18	30	39		 1.8	57	5.7	0.9	54.8
ada	2018	04	24	19	30	10		 9.4	51	1.4	0.1	110
iar	2018	04	24	19	30	12		 2.1	57	5.7	1.2	41.6
ada	2018	04	24	20	31	09	 1	 8	51	1.4	1.1	10.9
iar	2018	04	24	20	31	11		 1.8	57	5.7	0.9	54.2
ada	2018	04	24	21	30	19		 17	51	1.4	0.5	24.2
iar	2018	04	24	21	30	20		 1.8	57	5.7	0.9	54.8
ada	2018	04	24	22	30	09		 8.2	51	1.4	0.1	109
iar	2018	04	24	22	30	11		 1.9	57	5.7	1.0	49.1
ada	2018	04	24	23	30	16		 15	51	1.4	0.5	22.6
iar	2018	04	24	23	30	18		 1.9	57	5.7	0.9	50.6
ada	2018	04	25	00	30	10		 8.8	51	1.4	0.4	29.7
iar	2018	04	25	00	30	12		 2.1	57	5.7	1.1	43.0
ada	2018	04	25	01	30	20		 18	51	1.4	0.6	19.0
iar	2018	04	25	01	30	22		 2.0	57	5.7	1.1	42.5
ada	2018	04	25	02	30	07		 5.8	51	1.4	0.1	116
iar	2018	04	25	02	30	09		 1.9	57	5.7	1.0	49.8
ada	2018	04	25	03	30	10		 8.9	51	1.4	0.4	27.1
iar	2018	04	25	03	30	12		 1.8	57	5.7	0.8	56.7
ada	2018	04	25	04	30	16		 14	51	1.4	0.6	18.9
iar	2018	04	25	04	30	17		 1.9	57	5.7	0.9	51.0
ada	2018	04	25	05	30	19		 18	51	1.4	0.4	30.3
iar	2018	04	25	05	30	21		 2.2	57	5.7	1.2	41.6
ada	2018	04	25	06	30	18		 17	51	1.4	0.5	23.2
iar	2018	04	25	06	30	20		 1.9	57	5.7	0.9	53.2
ada	2018	04	25	07	30	08		 7.4	51	1.4	0.1	112
iar	2018	04	25	07	30	10		 1.9	57	5.7	0.9	55.7
ada	2018	04	25	08	30	12		 10	51	1.4	0.5	23.1
iar	2018	04	25	08	30	14		 1.9	57	5.7	1.0	49.8
ada	2018	04	25	09	30	18		 17	51	1.4	0.5	23.2
iar	2018	04	25	09	30	20		 2.1	57	5.7	1.1	42.7
ada	2018	04	25	10	30	10		 9.5	51	1.4	0.1	105
iar	2018	04	25	10	30	12		 1.7	57	5.7	0.8	62.3
ada	2018	04	25	11	30	24		 23	51	1.4	0.9	12.2
iar	2018	04	25	11	30	26		 2.0	57	5.7	1.1	44.1
ada	2018	04	25	12	30	09		 8.0	51	1.4	0.3	38.6
iar	2018	04	25	12	30	11		 2.0	57	5.7	1.0	48.0
ada	2018	04	25	13	30	09		 8.2	52	1.4	0.1	109
iar	2018	04	25	13	30	11		 1.8	57	5.7	0.9	53.7
ada	2018	04	25	14	30	21		 20	52	1.4	0.9	13.6
iar	2018	04	25	14	30	23		 1.8	57	5.7	0.9	54.5
ada	2018	04	25	15	30	11		 9.4	52	1.4	0.2	57.9
iar	2018	04	25	15	30	13		 1.8	57	5.7	0.9	53.2
ada	2018	04	25	16	30	32		 31	52	1.4	0.7	16.9
iar	2018	04	25	16	30	34		 1.8	57	5.7	0.8	58.0
ada	2018	04	25	17	30	13		 11	52	1.4	0.2	55.8
iar	2018	04	25	17	30	15		 2.0	57	5.7	1.1	43.8
ada	2018	04	25	18	30	09		 7.9	52	1.4	0.1	112
iar	2018	04	25	18	30	11		 2.1	57	5.7	1.1	42.1
ada	2018	04	25	19	30	20		 19	52	1.4	0.9	13.5
iar	2018	04	25	19	30	22		 2.1	57	5.7	1.1	43.2
ada	2018	04	25	20	30	17		 16	52	1.4	0.1	95.8
iar	2018	04	25	20	30	19		 2.0	57	5.7	1.0	46.6
ada	2018	04	25	21	30	11		 10	52	1.4	0.1	117
iar	2018	04	25	21	30	13		 1.9	57	5.7	0.9	52.6
ada	2018	04	25	22	30	18		 18	52	1.4	1.0	12.0
iar	2018	04	25	22	30	20		 1.8	57	5.7	0.9	55.3
ada	2018	04	25	23	30	11		 9.3	52	1.4	0.1	113
iar	2018	04	25	23	30	12		 1.9	57	5.7	0.9	50.4
ada	2018	04	26	00	30	09		 8.1	52	1.4	0.1	116
iar	2018	04	26	00	30	10		 1.8	57	5.7	0.9	55.2
ada	2018	04	26	01	30	19		 18	52	1.4	0.9	13.0
iar	2018	04	26	01	30	21		 1.8	57	5.7	0.9	52.3
ada	2018	04	26	02	30	09		 7.4	52	1.4	0.2	58.3
iar	2018	04	26	02	30	11		 1.9	57	5.7	0.9	53.6
ada	2018	04	26	03	30	09		 8.2	52	1.4	0.1	112
iar	2018	04	26	03	30	11		 2.1	57	5.7	1.0	48.5
ada	2018	04	26	04	30	16		 15	52	1.4	0.9	13.3
iar	2018	04	26	04	30	18		 1.8	57	5.7	0.9	56.0
ada	2018	04	26	05	30	16		 15	52	1.4	0.1	111
iar	2018	04	26	05	30	18		 1.9	57	5.7	1.0	49.7
ada	2018	04	26	06	30	19		 18	52	1.4	0.8	15.1
iar	2018	04	26	06	30	21		 1.7	57	5.7	0.8	61.7
ada	2018	04	26	07	30	10		 9.4	52	2.0	0.6	26.6
iar	2018	04	26	07	30	12		 1.8	57	5.7	0.9	55.7
ada	2018	04	26	08	30	10		 8.8	52	1.7	0.1	107
iar	2018	04	26	08	30	12		 1.9	57	5.7	0.9	50.9
ada	2018	04	26	09	30	21		 20	52	1.7	0.8	18.0
iar	2018	04	26	09	30	23		 1.8	57	5.7	0.8	57.7
ada	2018	04	26	10	30	11		 9.8	52	1.7	0.1	108
iar	2018	04	26	10	30	13		 2.1	57	5.7	1.1	42.8
ada	2018	04	26	11	30	10		 9.1	52	1.7	0.1	104
iar	2018	04	26	11	30	12		 1.9	57	5.7	0.9	53.9
ada	2018	04	26	12	30	16		 15	52	1.7	0.7	19.7
iar	2018	04	26	12	30	18		 1.8	57	5.7	0.8	58.8
ada	2018	04	26	13	30	11		 10	52	1.7	0.1	110
iar	2018	04	26	13	30	13		 1.9	57	5.7	0.9	55.3
ada	2018	04	26	14	30	10		 9.4	52	1.7	0.1	112
iar	2018	04	26	14	30	12		 2.0	57	5.7	1.0	50.1
ada	2018	04	26	15	30	20		 19	52	1.7	0.7	20.6
iar	2018	04	26	15	30	22		 1.9	57	5.7	0.9	55.0
ada	2018	04	26	16	30	14		 13	52	1.7	0.2	60.8
iar	2018	04	26	16	30	16		 1.7	57	5.7	0.8	61.7
ada	2018	04	26	17	30	24		 22	51	1.4	0.7	15.6
iar	2018	04	26	17	30	26		 1.9	57	5.7	1.0	48.8
ada	2018	04	26	18	30	10		 9.0	51	1.4	0.3	42.0
iar	2018	04	26	18	30	12		 1.9	57	5.7	0.9	52.2
ada	2018	04	26	19	30	12		 10	51	1.4	0.3	37.6
iar	2018	04	26	19	30	14		 2.1	57	5.7	1.1	45.5
ada	2018	04	26	20	30	22		 21	51	1.4	0.7	16.5
iar	2018	04	26	20	30	24		 1.8	57	5.7	0.9	53.1
ada	2018	04	26	21	30	22		 21	51	1.4	0.1	104
iar	2018	04	26	21	30	24		 2.0	57	5.7	1.0	47.4
ada	2018	04	26	22	30	13		 11	52	1.6	0.2	83.1
iar	2018	04	26	22	30	14		 1.8	57	5.7	0.9	55.7
ada	2018	04	26	23	30	15		 14	52	1.6	0.8	17.9
iar	2018	04	26	23	30	17		 1.9	57	5.7	0.9	52.9
ada	2018	04	27	00	30	22		 21	52	1.6	0.2	60.2
iar	2018	04	27	00	30	24		 1.9	57	5.7	0.9	51.3
ada	2018	04	27	01	30	08		 6.8	52	1.6	0.1	109
iar	2018	04	27	01	30	10		 1.9	57	5.7	0.9	53.5
ada	2018	04	27	02	30	15		 14	52	1.6	0.9	14.8
iar	2018	04	27	02	30	17		 2.2	57	5.7	1.1	43.6
ada	2018	04	27	03	30	16		 15	52	1.6	0.2	61.1
iar	2018	04	27	03	30	19		 3.3	57	5.7	1.1	42.4
ada	2018	04	27	04	30	17		 16	52	1.6	0.7	19.1
iar	2018	04	27	04	30	19		 2.0	57	5.7	1.0	47.6
ada	2018	04	27	05	30	08		 7.5	52	1.6	0.1	105
iar	2018	04	27	05	30	10		 1.9	57	5.7	0.9	52.5
ada	2018	04	27	06	30	11		 10	52	1.6	0.3	41.8
iar	2018	04	27	06	30	13		 1.8	57	5.7	0.9	55.8
ada	2018	04	27	07	30	15		 14	52	1.6	0.6	22.4
iar	2018	04	27	07	30	17		 1.8	57	5.7	0.9	55.5
ada	2018	04	27	08	30	09		 7.9	52	1.6	0.1	109
iar	2018	04	27	08	30	10		 1.8	57	5.7	0.9	55.8
ada	2018	04	27	09	30	18		 17	51	1.4	0.7	16.5
iar	2018	04	27	09	30	20		 1.9	57	5.7	0.9	53.3
ada	2018	04	27	10	30	13		 12	51	1.4	0.1	114
iar	2018	04	27	10	30	15		 1.9	57	5.7	0.9	51.6
ada	2018	04	27	11	30	13		 13	51	1.4	0.2	46.2
iar	2018	04	27	11	30	15		 1.9	57	5.7	0.9	50.6
ada	2018	04	27	12	30	21		 20	51	1.4	0.8	13.8
iar	2018	04	27	12	30	22		 1.9	57	5.7	0.9	51.2
ada	2018	04	27	13	30	17		 16	51	1.4	0.3	37.5
iar	2018	04	27	13	30	19		 2.0	57	5.7	1.1	45.5
ada	2018	04	27	14	30	08		 6.8	51	1.4	0.1	110
iar	2018	04	27	14	30	10		 1.9	57	5.7	0.9	52.5
ada	2018	04	27	15	30	18		 17	51	1.4	0.7	16.5
iar	2018	04	27	15	30	20		 1.9	57	5.7	0.9	51.4
ada	2018	04	27	16	30	12		 11	51	1.4	0.3	33.0
iar	2018	04	27	16	30	14		 2.1	57	5.7	1.1	43.9
ada	2018	04	27	17	30	10		 8.7	52	1.6	0.1	111
iar	2018	04	27	17	30	12		 1.8	57	5.7	0.9	53.2
ada	2018	04	27	18	30	18		 16	52	1.6	0.9	15.1
iar	2018	04	27	18	30	20		 2.2	57	5.7	1.2	40.0
ada	2018	04	27	19	30	14		 13	52	1.6	0.1	102
iar	2018	04	27	19	30	16		 2.1	57	5.7	1.0	45.6
ada	2018	04	27	20	30	09		 8.7	52	1.6	0.2	58.9
iar	2018	04	27	20	30	12		 2.4	57	5.7	1.1	45.0
ada	2018	04	27	21	30	21		 20	52	1.6	0.8	17.3
iar	2018	04	27	21	30	23		 1.9	57	5.7	0.9	50.6
ada	2018	04	27	22	30	14		 13	52	1.6	0.1	106
iar	2018	04	27	22	30	16		 1.9	57	5.7	0.9	52.7
ada	2018	04	27	23	30	09		 7.6	52	1.6	0.1	110
iar	2018	04	27	23	30	10		 1.9	57	5.7	0.9	55.4
ada	2018	04	28	00	30	20		 19	52	1.6	0.9	15.4
iar	2018	04	28	00	30	22		 1.9	57	5.7	0.9	55.7
ada	2018	04	28	01	30	10		 8.6	52	1.6	0.2	88.6
iar	2018	04	28	01	30	12		 1.8	57	5.7	0.9	55.9
ada	2018	04	28	02	30	27		 26	52	1.6	0.8	16.9
iar	2018	04	28	02	30	29		 1.8	57	5.7	0.8	61.9
ada	2018	04	28	03	30	11		 10	52	1.6	0.1	112
iar	2018	04	28	03	30	13		 1.8	57	5.7	0.9	56.0
ada	2018	04	28	04	30	08		 6.7	52	1.6	0.1	114
iar	2018	04	28	04	30	10		 2.1	57	5.7	1.1	42.3
ada	2018	04	28	05	30	30		 29	52	1.6	1.0	13.8
iar	2018	04	28	05	30	33		 2.9	57	5.7	1.9	25.1
ada	2018	04	28	06	30	09		 7.7	52	1.6	0.1	112
iar	2018	04	28	06	30	11		 1.9	57	5.7	1.0	50.2
ada	2018	04	28	07	30	08		 6.9	52	1.6	0.1	113
iar	2018	04	28	07	30	09		 1.8	57	5.7	0.9	53.8
ada	2018	04	28	08	30	21		 21	52	1.6	0.8	17.4
iar	2018	04	28	08	30	23		 2.0	57	5.7	1.1	44.0
ada	2018	04	28	09	30	09		 7.2	52	1.6	0.1	113
iar	2018	04	28	09	30	10		 1.8	57	5.7	0.9	54.7
ada	2018	04	28	10	30	08		 7.4	52	1.6	0.1	104
iar	2018	04	28	10	30	10		 1.8	57	5.7	0.8	58.7
ada	2018	04	28	11	30	18		 17	52	1.6	0.9	14.8
iar	2018	04	28	11	30	20		 1.8	57	5.7	0.9	53.2
ada	2018	04	28	12	30	09		 8.0	51	1.4	0.1	87.9
iar	2018	04	28	12	30	10		 1.9	57	5.7	0.8	56.3
ada	2018	04	28	13	30	09		 7.9	51	1.4	0.1	106
iar	2018	04	28	13	30	11		 1.8	57	5.7	0.8	58.2
ada	2018	04	28	14	30	18		 17	51	1.4	0.8	14.4
iar	2018	04	28	14	30	20		 2.0	57	5.7	1.1	45.3
ada	2018	04	28	15	30	09		 7.7	51	1.4	0.1	114
iar	2018	04	28	15	30	11		 1.8	57	5.7	0.9	55.7
ada	2018	04	28	16	30	12		 11	51	1.4	0.2	54.1
iar	2018	04	28	16	30	14		 1.9	57	5.7	0.9	50.9
ada	2018	04	28	17	30	19		 18	51	1.4	0.9	13.0
iar	2018	04	28	17	30	21		 1.9	57	5.7	0.9	55.6
ada	2018	04	28	18	30	21		 20	51	1.4	0.2	58.9
iar	2018	04	28	18	30	23		 1.8	57	5.7	0.9	53.0
ada	2018	04	28	19	30	12		 10	51	1.4	0.1	108
iar	2018	04	28	19	30	13		 1.9	57	5.7	0.9	50.4
ada	2018	04	28	20	30	19		 18	51	1.4	0.9	12.8
iar	2018	04	28	20	30	21		 1.9	57	5.7	0.9	52.7
ada	2018	04	28	21	30	18		 17	51	1.4	0.2	54.9
iar	2018	04	28	21	30	20		 1.8	57	5.7	0.9	54.8
ada	2018	04	28	22	30	18		 17	51	1.4	0.7	16.5
iar	2018	04	28	22	30	20		 1.9	57	5.7	0.8	57.9
ada	2018	04	28	23	30	10		 9.2	51	1.4	0.1	112
iar	2018	04	28	23	30	12		 2.0	57	5.7	0.9	54.6
ada	2018	04	29	00	30	10		 9.6	51	1.4	0.2	57.7
iar	2018	04	29	00	30	12		 1.8	57	5.7	0.8	58.5
ada	2018	04	29	01	30	14		 13	51	1.4	0.7	16.7
iar	2018	04	29	01	30	16		 1.8	57	5.7	0.9	53.0
ada	2018	04	29	02	30	07		 6.7	51	1.4	0.1	116
iar	2018	04	29	02	30	09		 1.8	57	5.7	0.9	53.3
ada	2018	04	29	03	30	30		 29	51	1.4	0.9	12.8
iar	2018	04	29	03	30	32		 1.8	57	5.7	0.9	56.2
ada	2018	04	29	04	30	08		 6.8	51	1.4	0.1	112
iar	2018	04	29	04	30	09		 1.8	57	5.7	0.8	59.1
ada	2018	04	29	05	30	08		 6.8	51	1.4	0.1	117
iar	2018	04	29	05	30	10		 2.1	57	5.7	1.1	43.5
ada	2018	04	29	06	30	19		 18	51	1.4	0.9	13.0
iar	2018	04	29	06	30	21		 1.8	57	5.7	0.9	56.0
ada	2018	04	29	07	30	08		 7.4	51	1.4	0.1	111
iar	2018	04	29	07	30	10		 1.9	57	5.7	0.9	55.8
ada	2018	04	29	08	30	10		 8.4	51	1.4	0.1	106
iar	2018	04	29	08	30	11		 1.9	57	5.7	0.9	53.1
ada	2018	04	29	09	30	19		 18	51	1.4	0.7	16.6
iar	2018	04	29	09	30	21		 1.8	57	5.7	0.8	58.9
ada	2018	04	29	10	30	09		 7.6	51	1.4	0.1	114
iar	2018	04	29	10	30	10		 1.9	57	5.7	0.9	53.3
ada	2018	04	29	11	30	11		 9.3	51	1.4	0.3	37.1
iar	2018	04	29	11	30	13		 1.8	57	5.7	0.9	55.3
ada	2018	04	29	12	30	19		 17	51	1.4	0.8	13.9
iar	2018	04	29	12	30	21		 1.9	57	5.7	0.9	52.7
ada	2018	04	29	13	30	15		 14	51	1.4	0.3	37.5
iar	2018	04	29	13	30	17		 1.7	57	5.7	0.7	64.9
ada	2018	04	29	14	30	09		 7.6	51	1.4	0.1	115
iar	2018	04	29	14	30	11		 1.9	57	5.7	0.9	52.9
ada	2018	04	29	15	30	15		 14	51	1.4	0.8	14.6
iar	2018	04	29	15	30	16		 1.7	57	5.7	0.8	57.8
ada	2018	04	29	16	30	19		 19	51	1.4	0.2	56.8
iar	2018	04	29	16	30	21		 1.9	57	5.7	0.9	55.6
ada	2018	04	29	17	30	22		 21	51	1.4	0.8	14.7
iar	2018	04	29	17	30	24		 1.9	57	5.7	0.9	55.2
ada	2018	04	29	18	30	09		 7.9	51	1.4	0.1	115
iar	2018	04	29	18	30	11		 1.8	57	5.7	0.8	59.1
ada	2018	04	29	19	30	12		 11	51	1.4	0.3	35.5
iar	2018	04	29	19	30	14		 1.9	57	5.7	0.9	53.3
ada	2018	04	29	20	30	24		 23	51	1.4	0.7	16.2
iar	2018	04	29	20	30	26		 1.9	57	5.7	0.9	51.2
ada	2018	04	29	21	30	09		 8.4	51	1.4	0.1	106
iar	2018	04	29	21	30	11		 1.9	57	5.7	0.8	58.1
ada	2018	04	29	22	30	10		 9.2	51	1.4	0.3	37.7
iar	2018	04	29	22	30	12		 2.1	57	5.7	1.1	42.0
ada	2018	04	29	23	30	18		 16	51	1.4	0.8	14.8
iar	2018	04	29	23	30	19		 1.8	57	5.7	0.8	61.5
ada	2018	04	30	00	30	08		 6.8	51	1.4	0.1	108
iar	2018	04	30	00	30	10		 1.9	57	5.7	0.9	55.0
ada	2018	04	30	01	30	10		 9.5	51	1.4	0.2	61.3
iar	2018	04	30	01	30	12		 1.9	57	5.7	0.9	50.6
ada	2018	04	30	02	30	16		 15	51	1.4	0.7	16.3
iar	2018	04	30	02	30	18		 1.9	57	5.7	1.0	49.2
ada	2018	04	30	03	30	12		 11	51	1.4	0.2	53.0
iar	2018	04	30	03	30	14		 1.8	57	5.7	0.8	59.8
ada	2018	04	30	04	30	08		 6.8	51	1.4	0.1	115
iar	2018	04	30	04	30	10		 1.9	57	5.7	0.9	54.0
ada	2018	04	30	05	30	31		 30	51	1.4	0.9	12.3
iar	2018	04	30	05	30	33		 1.9	57	5.7	0.9	50.4
ada	2018	04	30	06	30	07		 6.3	51	1.4	0.1	111
iar	2018	04	30	06	30	09		 1.8	57	5.7	0.8	58.7
ada	2018	04	30	07	30	11		 9.2	51	1.4	0.1	111
iar	2018	04	30	07	30	12		 1.8	57	5.7	0.9	55.9
ada	2018	04	30	08	30	17		 16	51	1.4	0.8	14.7
iar	2018	04	30	08	30	19		 2.0	57	5.7	1.1	45.5
ada	2018	04	30	09	30	09		 7.2	51	1.4	0.1	111
iar	2018	04	30	09	30	10		 1.8	57	5.7	0.9	56.1
ada	2018	04	30	10	30	08		 7.6	51	1.4	0.1	104
iar	2018	04	30	10	30	10		 1.8	57	5.7	0.9	55.8
ada	2018	04	30	11	30	21		 21	51	1.4	0.7	17.2
iar	2018	04	30	11	30	23		 1.8	57	5.7	0.9	53.5
ada	2018	04	30	12	30	10		 9.5	51	1.4	0.1	106
iar	2018	04	30	12	30	12		 1.9	57	5.7	0.9	55.4
ada	2018	04	30	13	30	11		 10	51	1.4	0.1	111
iar	2018	04	30	13	30	13		 1.7	57	5.7	0.8	58.9
ada	2018	04	30	14	30	21		 20	51	1.4	0.9	13.2
iar	2018	04	30	14	30	23		 1.8	57	5.7	0.9	53.5
ada	2018	04	30	15	30	08		 7.1	51	1.4	0.1	113
iar	2018	04	30	15	30	10		 2.0	57	5.7	1.1	43.7
ada	2018	04	30	16	30	09		 7.7	51	1.4	0.1	112
iar	2018	04	30	16	30	11		 2.0	57	5.7	1.0	48.0
ada	2018	04	30	17	30	20		 19	51	1.4	0.8	15.0
iar	2018	04	30	17	30	22		 1.8	57	5.7	0.9	55.7
ada	2018	04	30	18	30	11		 10	51	1.4	0.1	109
iar	2018	04	30	18	30	13		 1.8	57	5.7	0.9	55.7
ada	2018	04	30	19	30	12		 11	51	1.4	0.1	112
iar	2018	04	30	19	30	13		 1.8	57	5.7	0.9	52.5
ada	2018	04	30	20	30	17		 16	51	1.4	0.7	17.2
iar	2018	04	30	20	30	19		 2.0	57	5.7	1.1	43.7
ada	2018	04	30	21	30	14		 14	51	1.4	0.1	101
iar	2018	04	30	21	30	16		 1.8	57	5.7	0.8	58.1
ada	2018	04	30	22	30	34		 34	51	1.4	0.8	14.4
iar	2018	04	30	22	30	36		 1.9	57	5.7	0.9	53.4
ada	2018	04	30	23	30	10		 9.0	51	1.4	0.1	109
iar	2018	04	30	23	30	12		 2.0	57	5.7	0.8	56.8
ada	2018	05	01	00	30	09		 8.1	51	1.4	0.1	110
iar	2018	05	01	00	30	11		 1.9	57	5.7	0.9	53.1
ada	2018	05	01	01	30	20		 19	51	1.4	0.9	12.7
iar	2018	05	01	01	30	22		 1.9	57	5.7	0.9	53.4
ada	2018	05	01	02	30	08		 7.4	51	1.4	0.1	104
iar	2018	05	01	02	30	10		 2.1	57	5.7	1.1	42.8
ada	2018	05	01	03	30	09		 7.2	51	1.4	0.1	115
iar	2018	05	01	03	30	10		 1.8	57	5.7	0.8	56.3
ada	2018	05	01	04	30	17		 16	51	1.4	0.9	12.6
iar	2018	05	01	04	30	19		 1.9	57	5.7	0.9	53.2
ada	2018	05	01	05	30	19		 17	51	1.4	0.1	101
iar	2018	05	01	05	30	20		 1.9	57	5.7	0.8	58.4
ada	2018	05	01	06	30	21		 21	51	1.4	0.8	14.4
iar	2018	05	01	06	30	23		 1.9	57	5.7	1.0	49.5
ada	2018	05	01	07	30	09		 8.0	51	1.4	0.1	101
iar	2018	05	01	07	30	11		 2.1	57	5.7	1.1	41.8
ada	2018	05	01	08	30	08		 7.3	51	1.4	0.1	114
iar	2018	05	01	08	30	10		 2.1	57	5.7	1.1	42.2
ada	2018	05	01	09	30	17		 16	51	1.4	0.8	14.4
iar	2018	05	01	09	30	19		 1.7	57	5.7	0.8	60.8
ada	2018	05	01	10	30	10		 8.4	51	1.4	0.1	91.6
iar	2018	05	01	10	30	12		 1.9	57	5.7	0.9	50.4
ada	2018	05	01	11	30	20		 19	51	1.4	1.0	11.7
